ID,Nome,Grupo,Ácidos gordos saturados,Ácidos gordos monoinsaturados,Ácidos gordos polinsaturados,Ácido linoleico,Hidratos de carbono,Sal,Fibra alimentar,Proteína,Álcool,Água,Ácidos orgânicos,Colesterol,Vitamina A total,Caroteno,Vitamina D,a-tocoferol,Tiamina,Riboflavina,Equivalentes de niacina,Niacina,Vitamina B6,Vitamina B12,Vitamina C,Folatos,Cinza,Sódio,Potássio,Cálcio,Fósforo,Magnésio,Ferro,Zinco
548,Esparguete cru,Cereais e Derivados,0.4 g,0.3 g,1.1 g,1.0 g,71.1 g,12 mg,5.1 g,12.1 g,0 g,9.3 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.24 mg,0.03 mg,4.8 mg,2.3 mg,0.17 mg,0 µg,0 mg,34 µg,0.50 g,5 mg,160 mg,22 mg,170 mg,35 mg,2.1 mg,1 mg
549,Esparguete cozido,Cereais e Derivados,0.1 g,0.1 g,0.3 g,0.3 g,19.9 g,600 mg,1.5 g,3.4 g,0 g,75.4 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.04 mg,0.01 mg,1.2 mg,0.5 mg,0.03 mg,0 µg,0 mg,7 µg,0.50 g,240 mg,31 mg,9 mg,45 mg,7 mg,0.5 mg,0.3 mg
550,Esparguete estufado com cenoura e azeite,Cereais e Derivados,0.6 g,2.8 g,0.5 g,0.479 g,17.6 g,600 mg,1.8 g,3 g,0 g,72.8 g,0 g,0 mg,118 µg,708 µg,0 µg,0.73 mg,0.07 mg,0.01 mg,1.38 mg,0.74 mg,0.08 mg,0 µg,3.1 mg,12 µg,0.895 g,240 mg,130 mg,15 mg,48 mg,13 mg,0.7 mg,0.3 mg
551,Esparguete estufado com cenoura e margarina,Cereais e Derivados,1.5 g,0.7 g,1.1 g,0.954 g,17.6 g,700 mg,1.8 g,3 g,0 g,73.4 g,0 g,0 mg,139 µg,722 µg,0 µg,0.26 mg,0.07 mg,0.01 mg,1.38 mg,0.74 mg,0.08 mg,0 µg,3.1 mg,12 µg,1.01 g,280 mg,130 mg,15 mg,48 mg,13 mg,0.7 mg,0.3 mg
552,Massa miúda crua,Cereais e Derivados,0.4 g,0.3 g,1.1 g,1.0 g,70 g,12 mg,5.1 g,12.4 g,0 g,10.1 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.24 mg,0.04 mg,4.7 mg,2.5 mg,0.14 mg,0 µg,0 mg,19 µg,0.60 g,5 mg,160 mg,25 mg,160 mg,35 mg,1.2 mg,1 mg
553,Massa com ovo crua,Cereais e Derivados,0.9 g,1 g,0.8 g,0.8 g,67.6 g,48 mg,3 g,13.9 g,0 g,9.7 g,0 g,79 mg,37 µg,9 µg,0.3 µg,0.4 mg,0.2 mg,0.13 mg,4.7 mg,1.9 mg,0.1 mg,0 µg,0 mg,29 µg,0.97 g,19 mg,220 mg,27 mg,200 mg,52 mg,1.8 mg,1.5 mg
554,Massa com ovo cozida,Cereais e Derivados,0.2 g,0.2 g,0.1 g,0.1 g,13.3 g,400 mg,0.6 g,2.8 g,0 g,83 g,0 g,16 mg,7 µg,2 µg,0.1 µg,0.1 mg,0.02 mg,0.03 mg,1 mg,0.4 mg,0.03 mg,0 µg,0 mg,4 µg,0.30 g,160 mg,28 mg,6 mg,41 mg,9 mg,0.3 mg,0.3 mg
555,Massa para lasanha crua,Cereais e Derivados,0.4 g,0.3 g,1.2 g,1.1 g,71.4 g,28 mg,3.1 g,12 g,0 g,9.9 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.5 mg,0.06 mg,4.4 mg,1.9 mg,0.1 mg,0 µg,0 mg,35 µg,0.50 g,11 mg,150 mg,23 mg,180 mg,30 mg,1.9 mg,1 mg
556,Massa para lasanha cozida,Cereais e Derivados,0.1 g,0.1 g,0.4 g,0.4 g,22.6 g,600 mg,1 g,4 g,0 g,70.6 g,0 g,0 mg,0 µg,0 µg,0 µg,0.07 mg,0.02 mg,0.03 mg,1.3 mg,0.5 mg,0.03 mg,0 µg,0 mg,8 µg,0.60 g,240 mg,30 mg,8 mg,57 mg,9 mg,0.5 mg,0.3 mg
557,Pizza de queijo e tomate,Cereais e Derivados,3.3 g,4.6 g,0.8 g,0.760 g,33.2 g,1000 mg,2.3 g,10.5 g,0 g,41.7 g,0.3 g,15 mg,82 µg,260 µg,0.1 µg,1.36 mg,0.07 mg,0.13 mg,3.43 mg,1.1 mg,0.14 mg,0.23 µg,6.5 mg,29 µg,1.93 g,400 mg,210 mg,240 mg,230 mg,32 mg,1.2 mg,1.2 mg
558,Pizza de queijo tomate e fiambre,Cereais e Derivados,4.2 g,5.8 g,1.2 g,1.05 g,29.2 g,1450 mg,2 g,11.7 g,0 g,42 g,0.2 g,22 mg,72 µg,229 µg,0 µg,1.22 mg,0.12 mg,0.13 mg,3.91 mg,1.3 mg,0.15 mg,0.32 µg,5.7 mg,25 µg,2.30 g,580 mg,220 mg,220 mg,220 mg,32 mg,1.2 mg,1.5 mg
559,Quiche lorraine,Cereais e Derivados,11.9 g,6.6 g,3.2 g,2.89 g,23.5 g,1320 mg,0.8 g,14.4 g,0 g,33.9 g,0.1 g,134 mg,173 µg,55 µg,0.5 µg,0.8 mg,0.06 mg,0.27 mg,4.43 mg,1.1 mg,0.15 mg,0.68 µg,0.1 mg,9.7 µg,2.38 g,530 mg,170 mg,240 mg,250 mg,27 mg,1.1 mg,1.9 mg
560,Massa quebrada para quiche,Cereais e Derivados,15.3 g,6.4 g,4.6 g,4.16 g,52.4 g,1200 mg,2 g,5.5 g,0 g,9.3 g,0 g,41 mg,205 µg,78 µg,0.2 µg,0.56 mg,0.07 mg,0.02 mg,1.9 mg,0.77 mg,0.11 mg,0 µg,0 mg,15 µg,1.62 g,480 mg,95 mg,22 mg,100 mg,27 mg,0.9 mg,0.7 mg
561,Pão de centeio,Cereais e Derivados,0.1 g,0.1 g,0.4 g,0.3 g,56.4 g,1300 mg,5.8 g,5.9 g,0 g,29.4 g,0 g,0 mg,0 µg,0 µg,0 µg,0.2 mg,0.18 mg,0.08 mg,2.4 mg,1.2 mg,0.17 mg,0 µg,0 mg,24 µg,1.90 g,520 mg,250 mg,56 mg,100 mg,62 mg,1.2 mg,1.3 mg
562,Pão de centeio integral,Cereais e Derivados,0.3 g,0.2 g,1 g,0.9 g,41.3 g,550 mg,7.1 g,7.7 g,0 g,38.8 g,0 g,0 mg,0 µg,0 µg,0 µg,0.4 mg,0.07 mg,0.27 mg,4 mg,2.5 mg,0.22 mg,0 µg,0 mg,22 µg,3.00 g,220 mg,290 mg,120 mg,240 mg,54 mg,4.4 mg,0.2 mg
563,Pão de milho,Cereais e Derivados,0.2 g,0.3 g,0.6 g,0.6 g,37.2 g,700 mg,3.7 g,5.3 g,0 g,51 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.2 mg,0.08 mg,1.9 mg,0.8 mg,0.05 mg,0 µg,0 mg,5 µg,1.60 g,280 mg,180 mg,14 mg,110 mg,37 mg,1.3 mg,0.4 mg
564,Pão de mistura de trigo e centeio,Cereais e Derivados,0.3 g,0.5 g,0.5 g,0.5 g,53.8 g,1450 mg,4.3 g,9 g,0 g,29.8 g,0 g,0 mg,0 µg,0 µg,0 µg,0.24 mg,0.13 mg,0.33 mg,5 mg,3.2 mg,0.1 mg,0 µg,0 mg,33 µg,1.66 g,580 mg,160 mg,46 mg,130 mg,36 mg,1.6 mg,0.8 mg
565,Pão de trigo,Cereais e Derivados,0.5 g,0.3 g,0.8 g,0.8 g,57.3 g,1520 mg,3.8 g,8.4 g,0 g,26.2 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.04 mg,0.2 mg,3.1 mg,1.3 mg,0.07 mg,0 µg,0 mg,29 µg,2.09 g,610 mg,120 mg,43 mg,160 mg,31 mg,2.2 mg,1 mg
566,Pão de trigo integral,Cereais e Derivados,0.7 g,0.4 g,1.1 g,1.1 g,39.9 g,1250 mg,7.4 g,7.6 g,0 g,40.3 g,0 g,0 mg,0 µg,0 µg,0 µg,0.2 mg,0.14 mg,0.17 mg,4.1 mg,2.5 mg,0.1 mg,0 µg,0 mg,32 µg,1.78 g,500 mg,220 mg,55 mg,240 mg,93 mg,3 mg,2 mg
567,Pão de trigo integral com sementes de sésamo,Cereais e Derivados,0.9 g,0.5 g,1.5 g,1.5 g,43.2 g,140 mg,8.2 g,7.7 g,0 g,35 g,0 g,0 mg,0 µg,0 µg,0 µg,0.2 mg,0.12 mg,0.16 mg,4.2 mg,2.5 mg,0.1 mg,0 µg,0 mg,33 µg,1.94 g,55 mg,240 mg,92 mg,260 mg,100 mg,3.2 mg,2.3 mg
568,Pão de trigo integral com soja,Cereais e Derivados,0.5 g,0.5 g,1.3 g,1.1 g,38.2 g,500 mg,8.6 g,9.4 g,0 g,38.5 g,0 g,0 mg,0 µg,2 µg,0 µg,0.2 mg,0.1 mg,0.19 mg,4.5 mg,2.5 mg,0.19 mg,0 µg,0 mg,45 µg,2.49 g,200 mg,290 mg,93 mg,270 mg,100 mg,3.5 mg,2 mg
569,Pão de trigo integral com passas,Cereais e Derivados,0.6 g,0.3 g,1 g,1.0 g,44 g,230 mg,9.1 g,7.4 g,0 g,35 g,0 g,0 mg,0 µg,3 µg,0 µg,0.2 mg,0.11 mg,0.21 mg,4 mg,2.5 mg,0.13 mg,0 µg,0 mg,37 µg,1.88 g,92 mg,300 mg,79 mg,230 mg,92 mg,2.8 mg,1.9 mg
570,Pão de forma de trigo com passas,Cereais e Derivados,0.4 g,0.3 g,0.7 g,0.7 g,58.3 g,720 mg,3.5 g,8.3 g,0 g,26.1 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.08 mg,0.49 mg,4.7 mg,3 mg,0.08 mg,0 µg,2 mg,17 µg,1.73 g,290 mg,160 mg,32 mg,120 mg,31 mg,1.5 mg,1 mg
571,Pão de forma de trigo enriquecido,Cereais e Derivados,0.6 g,0.4 g,1 g,1.0 g,54.5 g,1000 mg,3.2 g,8.7 g,0 g,28.8 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.1 mg,0.42 mg,6.2 mg,4.4 mg,0.07 mg,0 µg,2.5 mg,18 µg,2.09 g,400 mg,120 mg,50 mg,120 mg,30 mg,1.1 mg,0.9 mg
572,Pão do coração (trigo),Cereais e Derivados,0.3 g,0.2 g,0.5 g,0.4 g,51 g,200 mg,2.8 g,7 g,0 g,36.9 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.36 mg,0.15 mg,3.9 mg,2.5 mg,0.06 mg,0 µg,0 mg,24 µg,1.09 g,80 mg,170 mg,23 mg,91 mg,52 mg,1.6 mg,1.1 mg
573,Pão de leite (trigo),Cereais e Derivados,0.5 g,0.3 g,0.4 g,0.4 g,51.4 g,1100 mg,2.5 g,7.7 g,0 g,35.5 g,0 g,0 mg,82 µg,0 µg,0.6 µg,0.19 mg,0.31 mg,0.4 mg,6.5 mg,5 mg,0.09 mg,0 µg,0 mg,38 µg,1.05 g,440 mg,160 mg,63 mg,120 mg,29 mg,3.9 mg,0.8 mg
574,Tosta de trigo simples,Cereais e Derivados,0.9 g,0.5 g,1.4 g,1.4 g,72.7 g,1080 mg,4.5 g,11.3 g,0 g,7 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.13 mg,0.32 mg,7.4 mg,5 mg,0.11 mg,0 µg,0 mg,26 µg,0.90 g,430 mg,150 mg,78 mg,180 mg,39 mg,2.1 mg,1.3 mg
575,Tosta de trigo integral,Cereais e Derivados,1 g,0.8 g,2.2 g,2.0 g,62.6 g,1080 mg,7.4 g,15.4 g,0 g,6.6 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.2 mg,1.8 mg,10 mg,7 mg,0.2 mg,0 µg,12 mg,46 µg,2.86 g,430 mg,340 mg,76 mg,290 mg,140 mg,3.2 mg,3.1 mg
576,Tosta de trigo sem sal,Cereais e Derivados,0.9 g,0.5 g,1.4 g,1.4 g,72.7 g,70 mg,4.5 g,11.3 g,0 g,6.8 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.13 mg,0.32 mg,7.4 mg,5 mg,0.11 mg,0 µg,0 mg,26 µg,0.93 g,28 mg,150 mg,78 mg,180 mg,39 mg,2.1 mg,1.3 mg
577,Gressino,Cereais e Derivados,2.5 g,4.9 g,1.2 g,1.0 g,67 g,780 mg,3.5 g,10.7 g,0 g,8.1 g,0 g,6 mg,0 µg,0 µg,0 µg,1.2 mg,0.4 mg,0.52 mg,7.6 mg,6 mg,0.13 mg,0 µg,0 mg,25 µg,2.02 g,310 mg,110 mg,110 mg,180 mg,31 mg,3.2 mg,0.7 mg
578,Pão ralado,Cereais e Derivados,0.6 g,0.5 g,0.6 g,0.5 g,71.6 g,1080 mg,3.4 g,11.2 g,0 g,9.4 g,0 g,0 mg,0 µg,0 µg,0 µg,0 mg,0.04 mg,0.24 mg,3.8 mg,1.7 mg,0.06 mg,0 µg,0 mg,17 µg,2.10 g,430 mg,160 mg,57 mg,220 mg,40 mg,2.9 mg,1 mg
579,Biscoitos de trigo integral tipo Weetabix,Cereais e Derivados,0.3 g,0.4 g,0.9 g,0.8 g,71.5 g,920 mg,8.5 g,10.7 g,0 g,5.8 g,0 g,0 mg,0 µg,0 µg,0 µg,1 mg,0.7 mg,1 mg,12 mg,10 mg,0.22 mg,0 µg,0 mg,50 µg,1.50 g,370 mg,370 mg,35 mg,290 mg,120 mg,6 mg,2 mg
580,Farelo de trigo tipo All-Bran,Cereais e Derivados,0.6 g,0.4 g,1.5 g,1.4 g,39.8 g,3700 mg,30 g,15.1 g,0 g,3 g,0 g,0 mg,0 µg,0 µg,2.8 µg,2.2 mg,1 mg,1.5 mg,19 mg,16 mg,1.8 mg,2 µg,0 mg,250 µg,6.50 g,1480 mg,900 mg,69 mg,620 mg,370 mg,12 mg,8.4 mg
581,Farinha láctea tipo Cerelac (com farinha de trigo),Cereais e Derivados,3.9 g,2.1 g,2.1 g,2.1 g,68 g,400 mg,1.6 g,15 g,0 g,3.8 g,0 g,7 mg,309 µg,0 µg,5 µg,3 mg,0.8 mg,0.3 mg,7 mg,4 mg,0.3 mg,0.7 µg,35 mg,22 µg,2.60 g,160 mg,530 mg,480 mg,380 mg,39 mg,7.5 mg,1.4 mg
582,Farinha láctea 5 frutos tipo Cerelac (com farinha de trigo),Cereais e Derivados,4.1 g,2.1 g,2.1 g,2.1 g,65 g,250 mg,3.6 g,15 g,0 g,4.6 g,0 g,7 mg,309 µg,0 µg,5 µg,3 mg,0.8 mg,0.3 mg,6 mg,4 mg,0.3 mg,0.7 µg,35 mg,22 µg,2.80 g,100 mg,600 mg,420 mg,340 mg,52 mg,7.5 mg,2 mg
583,Farinha láctea maçãs tipo Cerelac (com farinha de trigo),Cereais e Derivados,4.2 g,2 g,2 g,2.0 g,66 g,300 mg,3.7 g,15 g,0 g,3.6 g,0 g,7 mg,309 µg,0 µg,5 µg,3 mg,0.8 mg,0.3 mg,6.1 mg,4 mg,0.3 mg,0.7 µg,35 mg,22 µg,2.70 g,120 mg,550 mg,420 mg,340 mg,55 mg,7.5 mg,1.8 mg
584,Flocos de arroz,Cereais e Derivados,0.3 g,0.5 g,0.4 g,0.4 g,83.4 g,1180 mg,2.1 g,7 g,0 g,4.5 g,0 g,0 mg,0 µg,0 µg,0 µg,0.6 mg,0.02 mg,0.04 mg,3.9 mg,2.4 mg,0.07 mg,0 µg,0 mg,19 µg,1.52 g,470 mg,160 mg,4 mg,94 mg,25 mg,0.4 mg,1 mg
585,Flocos de aveia,Cereais e Derivados,1.2 g,3.5 g,0.7 g,0.7 g,61.7 g,10 mg,6.7 g,13.5 g,0 g,10.9 g,0 g,0 mg,0 µg,0 µg,0 µg,1.5 mg,0.27 mg,0.1 mg,5.5 mg,2.4 mg,0.2 mg,0 µg,0 mg,56 µg,1.40 g,4 mg,350 mg,40 mg,220 mg,120 mg,1.3 mg,4.5 mg
586,Flocos de cereais e frutos secos tipo Muesli,Cereais e Derivados,1.1 g,2.3 g,2.6 g,2.4 g,69.1 g,580 mg,6.8 g,10.4 g,0 g,5.7 g,0 g,0 mg,0 µg,0 µg,0 µg,3.2 mg,0.05 mg,0.18 mg,3.3 mg,1.1 mg,1.6 mg,0 µg,0 mg,130 µg,1.67 g,230 mg,400 mg,16 mg,180 mg,86 mg,1.5 mg,2 mg
587,Flocos de trigo e arroz enriquecidos com vitaminas cálcio e ferro,Cereais e Derivados,0.4 g,0.4 g,0.4 g,0.4 g,79.2 g,1500 mg,6.5 g,7.5 g,0 g,3 g,0 g,0 mg,0 µg,0 µg,0 µg,17 mg,2.4 mg,2.7 mg,33 mg,31 mg,3.4 mg,1.7 µg,102 mg,340 µg,2.50 g,600 mg,280 mg,500 mg,170 mg,50 mg,24 mg,2 mg
588,Flocos de trigo com figos tipo Nestum,Cereais e Derivados,0.3 g,0.2 g,0.6 g,0.6 g,76.3 g,1000 mg,7.7 g,9 g,0 g,2.6 g,0 g,0 mg,210 µg,0 µg,6.3 µg,5 mg,0.5 mg,0.5 mg,9.1 mg,8 mg,0.1 mg,0 µg,65 mg,19 µg,2.90 g,400 mg,410 mg,140 mg,120 mg,55 mg,15 mg,0.8 mg
589,Flocos de trigo com mel tipo Nestum,Cereais e Derivados,0.2 g,0.1 g,0.3 g,0.3 g,84.6 g,75 mg,2.4 g,8.2 g,0 g,3.1 g,0 g,0 mg,210 µg,0 µg,6.3 µg,5 mg,0.5 mg,0.51 mg,9.3 mg,8 mg,0.11 mg,0 µg,65 mg,19 µg,0.70 g,30 mg,120 mg,140 mg,110 mg,28 mg,15 mg,0.8 mg
590,Flocos de trigo,Cereais e Derivados,0.6 g,0.3 g,0.9 g,0.9 g,69 g,28 mg,9.3 g,14 g,0 g,3.5 g,0 g,0 mg,0 µg,0 µg,0 µg,2 mg,0.08 mg,0.15 mg,5.9 mg,4.1 mg,0.17 mg,0 µg,0 mg,32 µg,1.61 g,11 mg,410 mg,11 mg,300 mg,140 mg,2.4 mg,2.4 mg
591,Flocos de trigo integral tipo All-Bran Flakes,Cereais e Derivados,0.4 g,0.2 g,1 g,0.9 g,64.2 g,2280 mg,17.3 g,10.2 g,0 g,3 g,0 g,0 mg,0 µg,0 µg,2.8 µg,2.2 mg,1 mg,1.5 mg,18 mg,16 mg,1.8 mg,0.8 µg,35 mg,250 µg,3.40 g,910 mg,540 mg,50 mg,450 mg,120 mg,12 mg,2.5 mg
592,Flocos de milho tipo Corn Flakes,Cereais e Derivados,0.3 g,0.4 g,0.3 g,0.3 g,81.1 g,1750 mg,3.9 g,7.9 g,0 g,2.9 g,0 g,0 mg,0 µg,0 µg,2.8 µg,0.4 mg,0.48 mg,0.9 mg,4.7 mg,3.8 mg,1.8 mg,0 µg,0 mg,170 µg,3.07 g,700 mg,100 mg,2 mg,47 mg,14 mg,1 mg,0.3 mg
593,Biscoitos argolas,Cereais e Derivados,6.2 g,6.4 g,2.9 g,2.7 g,69.7 g,550 mg,1.1 g,5.4 g,0 g,5.5 g,0 g,102 mg,182 µg,0 µg,0 µg,2.9 mg,0.12 mg,0.1 mg,1.7 mg,0.6 mg,0.06 mg,0.55 µg,0 mg,12 µg,1.10 g,220 mg,95 mg,22 mg,79 mg,15 mg,1.2 mg,0.5 mg
594,Biscoitos caseiros,Cereais e Derivados,4.7 g,3.3 g,1.1 g,1.07 g,73.4 g,220 mg,1.9 g,6.7 g,0 g,6.4 g,0 g,78 mg,76 µg,4 µg,0.3 µg,1.22 mg,0.06 mg,0.08 mg,2.18 mg,0.64 mg,0.12 mg,0.14 µg,0 mg,11 µg,0.675 g,86 mg,110 mg,28 mg,110 mg,27 mg,1.1 mg,0.8 mg
595,Biscoitos limão,Cereais e Derivados,1.4 g,1.6 g,0.9 g,0.9 g,77.9 g,130 mg,1.8 g,6.7 g,0 g,8.7 g,0 g,61 mg,64 µg,0 µg,0 µg,0.8 mg,0.18 mg,0.14 mg,2.1 mg,0.7 mg,0.09 mg,0.31 µg,0 mg,15 µg,0.50 g,53 mg,120 mg,28 mg,80 mg,25 mg,1.2 mg,0.7 mg
596,Biscoitos línguas de gato,Cereais e Derivados,0.7 g,0.6 g,0.3 g,0.3 g,84.1 g,130 mg,1.8 g,5.2 g,0 g,6.3 g,0 g,4 mg,14 µg,0 µg,0 µg,0.24 mg,0.28 mg,0.1 mg,1.7 mg,0.6 mg,0.05 mg,0.03 µg,0 mg,8.8 µg,0.80 g,52 mg,120 mg,24 mg,85 mg,17 mg,1.9 mg,0.3 mg
597,Biscoitos línguas de veado,Cereais e Derivados,8 g,7.2 g,3.7 g,3.3 g,65.1 g,580 mg,1.8 g,5.8 g,0 g,5.8 g,0 g,86 mg,202 µg,0 µg,0.4 µg,3.6 mg,0.1 mg,0.14 mg,2.2 mg,1.1 mg,0.08 mg,0.31 µg,0 mg,14 µg,1.20 g,230 mg,91 mg,37 mg,78 mg,12 mg,1.3 mg,0.7 mg
598,Biscoitos palitos la Reine,Cereais e Derivados,3.4 g,2.3 g,0.7 g,0.6 g,66.6 g,200 mg,1.8 g,11.5 g,0 g,11.9 g,0 g,2 mg,81 µg,0 µg,1 µg,1 mg,0.08 mg,0.26 mg,2.7 mg,0.3 mg,0.09 mg,1 µg,0 mg,19 µg,1.00 g,82 mg,120 mg,75 mg,120 mg,13 mg,1.7 mg,1.1 mg
599,Bolacha água e sal,Cereais e Derivados,7.6 g,5.8 g,2.7 g,2.6 g,61 g,1380 mg,3.2 g,9.8 g,0 g,5.3 g,0 g,0 mg,0 µg,0 µg,0 µg,1.3 mg,0.06 mg,0.81 mg,3.2 mg,1.4 mg,0.06 mg,0 µg,0 mg,20 µg,2.10 g,550 mg,290 mg,27 mg,140 mg,19 mg,1.4 mg,0.6 mg
600,Bolacha aveia,Cereais e Derivados,8 g,5.8 g,3.4 g,3.2 g,57.5 g,3080 mg,4 g,10 g,0 g,5.5 g,0 g,8 mg,0 µg,0 µg,0 µg,2.1 mg,0.32 mg,0.09 mg,3 mg,0.7 mg,0.1 mg,0 µg,0 mg,26 µg,4.70 g,1230 mg,340 mg,54 mg,420 mg,100 mg,4.5 mg,2.3 mg
601,Bolacha baunilha,Cereais e Derivados,15.7 g,11.6 g,6.8 g,6.3 g,55.3 g,140 mg,1 g,3.2 g,0 g,2.7 g,0 g,15 mg,0 µg,0 µg,0 µg,1.4 mg,0.1 mg,0.13 mg,1.8 mg,1.2 mg,0.03 mg,0 µg,0 mg,7 µg,0.80 g,55 mg,160 mg,34 mg,86 mg,22 mg,0.8 mg,0.6 mg
602,Bolacha Belga,Cereais e Derivados,9.5 g,5.6 g,2 g,1.9 g,70.1 g,140 mg,1 g,7.1 g,0 g,1.1 g,0 g,16 mg,0 µg,0 µg,0 µg,1.4 mg,0.11 mg,0.16 mg,2.6 mg,1.2 mg,0.06 mg,0 µg,0 mg,13 µg,1.03 g,54 mg,170 mg,12 mg,85 mg,26 mg,1 mg,0.6 mg
603,Bolacha chocolate,Cereais e Derivados,12.4 g,5.6 g,1.3 g,1.3 g,65.4 g,230 mg,3 g,5.7 g,0 g,5.2 g,0 g,0 mg,0 µg,0 µg,0 µg,1.1 mg,0.04 mg,0.6 mg,3.2 mg,2 mg,0.08 mg,0 µg,0 mg,13 µg,0.80 g,92 mg,220 mg,16 mg,80 mg,41 mg,1.2 mg,0.8 mg
604,Bolacha Cream cracker,Cereais e Derivados,6.9 g,5.3 g,2.4 g,2.4 g,61.6 g,920 mg,3.1 g,10.8 g,0 g,3.5 g,0 g,0 mg,0 µg,0 µg,0 µg,1.3 mg,0.15 mg,0.15 mg,3.1 mg,0.9 mg,0.06 mg,0 µg,0 mg,14 µg,1.79 g,370 mg,120 mg,28 mg,98 mg,25 mg,1.4 mg,0.6 mg
605,Bolacha integral (trigo),Cereais e Derivados,7 g,5 g,2.9 g,2.7 g,65.6 g,1580 mg,6 g,8.8 g,0 g,3 g,0 g,0 mg,0 µg,0 µg,0 µg,1.3 mg,0.22 mg,0.05 mg,4 mg,2.4 mg,0.16 mg,0 µg,0 mg,23 µg,1.50 g,630 mg,150 mg,96 mg,150 mg,43 mg,2.2 mg,1 mg
606,Bolacha manteiga,Cereais e Derivados,11.3 g,4.9 g,0.9 g,0.8 g,65.2 g,100 mg,3 g,6.2 g,0 g,3.4 g,0 g,81 mg,47 µg,0 µg,0 µg,0.5 mg,0.18 mg,0.08 mg,2.2 mg,0.9 mg,0.07 mg,0 µg,0 mg,9 µg,0.89 g,41 mg,120 mg,32 mg,120 mg,25 mg,1.4 mg,0.7 mg
607,Bolacha Maria,Cereais e Derivados,5.9 g,3.4 g,1.3 g,1.3 g,72 g,1050 mg,2.1 g,8.4 g,0 g,3.9 g,0 g,30 mg,0 µg,0 µg,0 µg,1.4 mg,0.65 mg,0.45 mg,3.7 mg,1.9 mg,0.06 mg,0 µg,0 mg,13 µg,1.38 g,420 mg,160 mg,38 mg,130 mg,28 mg,1.1 mg,0.4 mg
608,Bolacha torrada,Cereais e Derivados,7 g,4 g,1.6 g,1.5 g,68.5 g,350 mg,2.1 g,7.3 g,0 g,6.4 g,0 g,0 mg,0 µg,0 µg,0 µg,1.4 mg,0.45 mg,0.6 mg,3.4 mg,1.9 mg,0.06 mg,0 µg,0 mg,12 µg,1.26 g,140 mg,130 mg,39 mg,110 mg,16 mg,0.9 mg,0.6 mg
609,Bolo de arroz,Cereais e Derivados,3.9 g,4 g,4.1 g,3.9 g,62.7 g,380 mg,1.1 g,4.4 g,0 g,16 g,0 g,25 mg,192 µg,0 µg,0.6 µg,0.48 mg,0.06 mg,0.14 mg,1.7 mg,0.4 mg,0.05 mg,0.6 µg,0 mg,8.6 µg,1.30 g,150 mg,95 mg,29 mg,90 mg,15 mg,1.7 mg,0.6 mg
610,Bola de Berlim sem creme,Cereais e Derivados,7 g,6.4 g,4.4 g,4.1 g,43.7 g,720 mg,3 g,6.8 g,0 g,24.3 g,0 g,30 mg,0 µg,0 µg,0.8 µg,3.9 mg,0.17 mg,0.07 mg,2.3 mg,1.1 mg,0.02 mg,0 µg,0 mg,19 µg,0.70 g,290 mg,130 mg,35 mg,89 mg,17 mg,1.2 mg,0.3 mg
611,Bolo de bolacha Maria,Cereais e Derivados,11.2 g,5.1 g,1.1 g,0.971 g,46.3 g,780 mg,0.8 g,3.9 g,0 g,27.5 g,0 g,76 mg,117 µg,9 µg,0.2 µg,1.03 mg,0.25 mg,0.2 mg,1.62 mg,0.74 mg,0.04 mg,0.05 µg,0 mg,8.1 µg,0.966 g,310 mg,73 mg,20 mg,63 mg,12 mg,0.6 mg,0.3 mg
612,Bolo de chocolate,Cereais e Derivados,11.1 g,11.3 g,4.7 g,4.3 g,47 g,1080 mg,3.8 g,7.4 g,0 g,12.7 g,0 g,125 mg,270 µg,30 µg,2.5 µg,2.7 mg,0.09 mg,0.12 mg,2.5 mg,0.9 mg,0.06 mg,1 µg,0 mg,11 µg,2.50 g,430 mg,190 mg,75 mg,210 mg,46 mg,1.9 mg,1.2 mg
613,Bolo de coco,Cereais e Derivados,21.5 g,4.2 g,1.3 g,1.2 g,37.8 g,720 mg,3.4 g,4.2 g,0 g,22.7 g,0 g,87 mg,7 µg,40 µg,1.7 µg,2 mg,0.04 mg,0.04 mg,1.9 mg,0.4 mg,0.1 mg,0.00 µg,0 mg,7 µg,0.95 g,290 mg,110 mg,21 mg,87 mg,12 mg,1 mg,0.5 mg
